candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
0,false,-1,13.50,135,10254,4446,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,16008,16,1750976,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002]"
61,false,-1,13.60,136,9458,2275,0,16,4,12,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-k-002|cell-l-001|red-myco-002,-10200,16,1531624,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-002;missingResources=I;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001,cell-d-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001,cell-d-001,red-myco-001]|[red-myco-002]"
62,false,-1,13.60,136,9804,1984,0,16,3,13,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,-13687,16,1479313,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=I;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001,cell-d-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001,cell-d-001,red-myco-001]|[red-myco-002]"
63,false,-1,12.60,126,6199,2178,0,16,2,14,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-001|red-myco-002,-13083,16,1529961,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002;missingResources=C,D,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-i-001,cell-k-002]|[cell-c-001]|[cell-d-001]|[cell-f-001]|[cell-f-002]|[cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-i-001,cell-k-002]|[cell-c-001]|[cell-d-001]|[cell-f-001]|[cell-f-002]|[cell-l-001]|[red-myco-001]|[red-myco-002]"
64,false,-1,13.80,138,10237,3828,0,16,5,11,0,cell-a-001|cell-c-001|cell-d-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,7585,16,1651053,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
65,false,-1,14.90,149,12136,5333,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,26717,16,1745490,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
66,false,-1,11.90,119,9461,3580,0,16,5,11,1,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,2793,16,1461622,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002]|[cell-f-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002]|[cell-f-002]|[cell-l-001]|[red-myco-002]"
67,false,-1,15.00,150,11689,5591,0,16,10,6,0,cell-a-001|cell-c-001|cell-d-001|cell-f-002|cell-i-001|cell-l-001,28752,16,1706490,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]"
68,false,-1,11.80,118,8971,4852,0,15,8,8,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|red-myco-001,18956,16,1581223,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,red-myco-001;missingResources=D;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-d-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-d-001]|[red-myco-001]"
69,false,-1,13.40,134,8933,2851,0,16,3,13,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-001|red-myco-002,-4169,16,1527141,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002;missingResources=C;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]|[red-myco-002]"
70,false,-1,14.00,140,10203,4356,0,16,7,9,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-002|cell-i-001|cell-k-002|cell-l-001|red-myco-001,12999,16,1513349,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001;missingResources=C;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]"
71,false,-1,16.50,165,12188,7147,0,16,9,7,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001|red-myco-001|red-myco-002,48352,16,1805085,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
72,false,-1,16.00,160,13929,6775,0,16,10,6,0,cell-a-001|cell-d-001|cell-f-001|cell-i-001|cell-j-001|cell-l-001,43896,16,1657786,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-j-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]"
73,false,-1,11.20,112,9157,3500,0,16,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-j-001|cell-k-002|cell-l-001,2692,16,1465768,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-j-001,cell-k-002,cell-l-001;missingResources=L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-i-001,cell-k-002]|[cell-f-001]|[cell-f-002]|[cell-l-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-i-001,cell-k-002]|[cell-f-001]|[cell-f-002]|[cell-l-001]"
74,false,-1,14.60,146,11949,4974,0,16,8,8,0,cell-a-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,22308,16,1791908,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
75,false,-1,14.40,144,11006,6133,0,16,10,6,0,cell-a-001|cell-c-001|cell-d-001|cell-i-001|cell-l-001|red-myco-001,36145,16,1687063,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-i-001,cell-l-001,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]"
76,false,-1,11.10,111,8341,2561,0,15,6,10,1,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-k-002|cell-l-001|red-myco-002,-10302,16,1389814,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-002;missingResources=L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-i-001,cell-k-002]|[cell-f-001]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-i-001,cell-k-002]|[cell-f-001]|[cell-l-001]|[red-myco-002]"
77,false,-1,15.30,153,11121,5200,0,16,10,6,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-l-001,24975,16,1711269,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]"
78,false,-1,15.60,156,11547,5594,0,16,6,10,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,29788,16,1645758,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
79,false,-1,12.90,129,7479,2208,0,16,3,13,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,-11732,16,1532125,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-i-001,cell-k-002]|[cell-f-001]|[cell-f-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,red-myco-001]|[cell-i-001,cell-k-002]|[cell-f-001]|[cell-f-002]|[cell-l-001]|[red-myco-002]"
80,false,-1,14.80,148,11601,4883,0,16,7,9,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-k-002|cell-l-001|red-myco-002,20264,16,1755143,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
81,false,-1,13.50,135,10073,4616,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,17934,16,1736413,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-002]"
82,false,-1,14.80,148,10047,3793,0,16,4,12,1,cell-a-001|cell-c-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-001|red-myco-002,7163,16,1646767,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002;missingResources=D;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-d-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-d-001]|[red-myco-001]|[red-myco-002]"
83,false,-1,11.60,116,8489,3722,0,16,6,10,1,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-k-002|cell-l-001|red-myco-002,7199,16,1596463,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-k-002,cell-l-001,red-myco-002;missingResources=L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-i-001,cell-k-002]|[cell-f-001]|[cell-f-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-i-001,cell-k-002]|[cell-f-001]|[cell-f-002]|[cell-l-001]|[red-myco-002]"
84,false,-1,13.90,139,10627,5336,0,16,8,8,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|red-myco-002,26580,16,1689257,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[red-myco-002]"
85,false,-1,10.40,104,7668,3584,0,15,5,11,3,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,1054,16,1643823,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-002]"
86,false,-1,9.60,96,7342,3354,0,15,7,9,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-k-002|cell-l-001,-5326,16,1424122,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001;missingResources=F,I,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,red-myco-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]"
87,false,-1,13.90,139,10833,5485,0,16,10,6,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-l-001,28366,16,1691686,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]"
88,false,-1,14.50,145,11364,5370,0,16,6,10,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,27022,16,1643176,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
89,false,-1,10.00,100,6330,2790,0,15,3,13,4,cell-a-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-001|red-myco-002,-7580,16,1644551,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002;missingResources=D,F,I,L;strong=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-001]|[red-myco-002]"
